match_id,cmp_id,homeTeamId,awayTeamId,startDate,courtId,referee_id,round,isDraw,last_match,is_bye,is_forfeited,is_cancel,homeTeamKits,awayTeamKits,homeTeamName,awayTeamName,total_goals,goal_difference,home_win,match_year,match_month,match_day,match_weekday,home_team_goals,away_team_goals,home_team_points,away_team_points,home_result,away_result,home_win_ratio,away_win_ratio,home_avg_goals_scored,away_avg_goals_scored,home_avg_goals_conceded,away_avg_goals_conceded,home_recent_form,away_recent_form,home_elo,away_elo,h2h_home_wins,h2h_away_wins,h2h_matches,home_last5_avg_goals,away_last5_avg_goals
97945,430,22,17,5/19/2023,11,1,17,0,0,0,0,0,0,0,FC Carlton Heart,Fitzroy FC,7,3,0,2023,5,19,4,2,5,0,3,L,W,0.333333333,0.928571429,3.333333333,7,4.533333333,1.428571429,0.6,1,1448.146812,1639.497513,0,2,2,3.4,10.4
97935,430,18,17,5/21/2023,11,1,14,0,0,0,0,0,0,0,Moreland Blues FC,Fitzroy FC,5,3,0,2023,5,21,6,1,4,0,3,L,W,0.8,0.933333333,4.666666667,6.866666667,2.533333333,1.466666667,0.8,1,1601.082799,1647.48018,0,1,1,4.8,10
97943,430,17,20,5/23/2023,11,1,16,0,0,0,0,0,0,0,Fitzroy FC,Western United FC,8,6,1,2023,5,23,1,7,1,3,0,W,L,0.9375,0.1875,6.6875,2.5625,1.4375,4.5,1,0.2,1661.356113,1389.034368,2,0,2,8.8,2.4
97942,430,325,21,5/23/2023,11,1,16,0,0,0,0,0,0,0,Roxburgh Park Gorillas,Campbellfield FC,14,6,0,2023,5,23,1,4,10,0,3,L,W,0.3125,0.625,2.4375,4.5625,4.8125,3,0.4,0.6,1428.968466,1548.436864,0,2,2,2.8,4.4
97941,430,19,18,5/23/2023,11,1,16,0,0,0,0,0,0,0,Altona Knights FC,Moreland Blues FC,11,3,1,2023,5,23,1,7,4,3,0,W,L,0.3125,0.75,3.1875,4.4375,5.4375,2.625,0.4,0.6,1432.033227,1587.206865,0,2,2,2.8,4
97944,430,331,22,5/23/2023,11,1,16,0,0,0,0,0,0,0,Hume FC,FC Carlton Heart,2,2,0,2023,5,23,1,0,2,0,3,L,W,0.5625,0.3125,2.875,3.25,3.625,4.5625,0.4,0.4,1512.799951,1440.164145,2,0,2,3,3
97949,430,21,20,5/26/2023,11,1,18,0,0,0,0,0,0,0,Campbellfield FC,Western United FC,9,1,0,2023,5,26,4,4,5,0,3,L,W,0.647058824,0.176470588,4.882352941,2.470588235,3.058823529,4.647058824,0.8,0.2,1559.142191,1383.512532,2,0,2,5.8,2.4
97950,430,17,325,5/26/2023,11,1,18,0,0,0,0,0,0,0,Fitzroy FC,Roxburgh Park Gorillas,5,3,1,2023,5,26,4,4,1,3,0,W,L,0.941176471,0.294117647,6.705882353,2.529411765,1.411764706,5.117647059,1,0.2,1666.877949,1418.263139,2,0,2,9.4,2.6
97951,430,22,19,5/26/2023,11,1,18,0,0,0,0,0,0,0,FC Carlton Heart,Altona Knights FC,7,1,0,2023,5,26,4,3,4,0,0,L,W,0.352941176,0.352941176,3.176470588,3.411764706,4.294117647,5.352941176,0.6,0.6,1459.461251,1454.739168,1,1,2,3,4
97952,430,331,18,5/26/2023,11,1,18,0,0,0,0,0,0,0,Hume FC,Moreland Blues FC,8,4,0,2023,5,26,4,2,6,0,3,L,W,0.529411765,0.705882353,2.705882353,4.411764706,3.529411765,2.882352941,0.2,0.4,1493.502845,1564.500924,1,1,2,2.4,3.6
97956,430,18,20,6/2/2023,11,1,19,0,0,0,0,0,0,0,Moreland Blues FC,Western United FC,5,1,1,2023,6,2,4,3,2,3,0,W,L,0.722222222,0.222222222,4.5,2.611111111,2.833333333,4.611111111,0.4,0.4,1577.276105,1406.975472,2,0,2,3.6,3.2
97953,430,325,22,6/2/2023,11,1,19,0,0,0,0,0,0,0,Roxburgh Park Gorillas,FC Carlton Heart,8,2,1,2023,6,2,4,5,3,3,0,W,L,0.277777778,0.333333333,2.444444444,3.166666667,5.055555556,4.277777778,0,0.6,1412.089672,1443.243804,1,1,2,2,3
97954,430,19,331,6/2/2023,11,1,19,0,0,0,0,0,0,0,Altona Knights FC,Hume FC,7,1,1,2023,6,2,4,4,3,0,0,W,L,0.388888889,0.5,3.444444444,2.666666667,5.222222222,3.666666667,0.8,0.2,1470.956615,1480.727664,1,1,2,4.4,2.4
97955,430,21,17,6/2/2023,11,1,19,0,0,0,0,0,0,0,Campbellfield FC,Fitzroy FC,5,1,0,2023,6,2,4,2,3,0,3,L,W,0.611111111,0.944444444,4.833333333,6.555555556,3.166666667,1.388888889,0.6,1,1535.679251,1673.051416,0,2,2,5.6,7
97959,430,19,17,6/9/2023,11,1,20,0,0,0,0,0,0,0,Altona Knights FC,Fitzroy FC,17,13,0,2023,6,9,4,2,15,0,3,L,W,0.421052632,0.947368421,3.473684211,6.368421053,5.105263158,1.421052632,0.8,1,1487.40647,1683.03547,0,2,2,4.4,4.6
97960,430,331,21,6/9/2023,11,1,20,0,0,0,0,0,0,0,Hume FC,Campbellfield FC,11,7,0,2023,6,9,4,2,9,0,3,L,W,0.473684211,0.578947368,2.684210526,4.684210526,3.684210526,3.157894737,0,0.6,1464.277809,1525.695196,0,2,2,1.8,5.6
97957,430,325,20,6/9/2023,11,1,20,0,0,0,0,0,0,0,Roxburgh Park Gorillas,Western United FC,13,1,1,2023,6,9,4,7,6,0,0,W,L,0.315789474,0.210526316,2.578947368,2.578947368,4.947368421,4.526315789,0.2,0.4,1429.52054,1398.245026,2,0,2,2.4,3
97958,430,18,22,6/9/2023,11,1,20,0,0,0,0,0,0,0,Moreland Blues FC,FC Carlton Heart,11,7,1,2023,6,9,4,9,2,3,0,W,L,0.736842105,0.315789474,4.421052632,3.157894737,2.789473684,4.315789474,0.4,0.4,1586.006552,1425.812936,2,0,2,3,3
97961,430,20,19,6/16/2023,11,1,21,0,0,0,0,0,0,0,Western United FC,Altona Knights FC,9,1,1,2023,6,16,4,5,4,0,0,W,L,0.2,0.4,2.75,3.4,4.65,5.6,0.4,0.8,1383.681439,1479.570444,1,1,2,3.6,4.4
97962,430,21,22,6/16/2023,11,1,21,0,0,0,0,0,0,0,Campbellfield FC,FC Carlton Heart,16,6,1,2023,6,16,4,11,5,3,0,W,L,0.6,0.3,4.9,3.1,3.1,4.55,0.6,0.2,1538.895919,1416.708287,1,1,2,6.4,2.4
97963,430,17,18,6/16/2023,11,1,21,0,0,0,0,0,0,0,Fitzroy FC,Moreland Blues FC,7,1,1,2023,6,16,4,4,3,0,0,W,L,0.95,0.75,6.8,4.65,1.45,2.75,1,0.6,1690.871496,1595.111202,2,0,2,6.6,4.6
97964,430,325,331,6/16/2023,11,1,21,0,0,0,0,0,0,0,Roxburgh Park Gorillas,Hume FC,7,1,0,2023,6,16,4,3,4,0,3,L,W,0.35,0.45,2.8,2.65,5,3.95,0.4,0,1444.084127,1451.077087,0,2,2,3.8,2
